"","parid","scheduleID","react1","react2","accuracy","note","number","correctans","audio","video","context","group","type","beep_response","length1","length2","batch","original_label","videoname","Task.Version","Spreadsheet","Response","display","randomise_blocks","row_number","filename","rowmean","block","Experiment.Version","Participant.OS","Participant.Browser","randomiser_t27m","date.of.birth_year","date.of.birth_month","sex","languages","response_6","response_6_text","mask.problems","Difficulty.x","Tiring","more.info.on.masks","Difficulty.y","Distraction","response_4_1","response_4_2","response_4_3","response_4_4","response_4_text","response_5","Comments","SUBJECT","ITEM","RT","GROUP","AUDIO","VIDEO","PREDICT","ACOUSTIC","VISUAL","PREDICTABILITY","ACC","CONDITION","TRIAL","BLOCK","AGE","SEX"
"3307","210725_c81",14745923,1672.18987404784,1487.64011337142,0,"discard_I think the child said sth before","123H","sport","aM","vNM","H","c","aMvNM",3.74009975159391,2.06790987754607,2.25245963822249,1,"14745923_123HaMvNM","123H_aM_vNM.mp4",7,"Version8","https://gorilla.sc/uploads/schedule/14745923?filename=audioFile-122-2.weba","Block1",1,107,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-u5lv.csv",106,4,9,"Mac OS 10.13.6","Chrome 91.0.4472.101","Version8",11,11,"Male","English","Born and raised in the UK","","No",2,1,"",2,2,"Everything worked well","","","","","","","210725_c81","123H",1487.64011337142,"Children","aM","vNM","H","Acoustic Mask","No Visual Mask","High Predictability","0","aMvNM",107,4,11.9166666666667,"Male"
"3327","210725_c81",14745923,1612.79506386684,1380.62829573914,0,"shut","19L","chat","aM","vM","L","c","aMvM",3.94336568841386,2.33057062454702,2.56273739267472,1,"14745923_19LaMvM","19L_aM_vM.mp4",7,"Version8","https://gorilla.sc/uploads/schedule/14745923?filename=audioFile-123-2.weba","Block1",1,108,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-u5lv.csv",106,4,9,"Mac OS 10.13.6","Chrome 91.0.4472.101","Version8",11,11,"Male","English","Born and raised in the UK","","No",2,1,"",2,2,"Everything worked well","","","","","","","210725_c81","19L",1380.62829573914,"Children","aM","vM","L","Acoustic Mask","Visual Mask","Low Predictability","0","aMvM",108,4,11.9166666666667,"Male"
"3362","210725_c81",14745923,1649.33252735149,1504.86437258959,0,"gream? incomplete recording","5H","beam","aM","vNM","H","c","aMvNM",3.93555298640919,2.2862204590577,2.4306886138196,1,"14745923_5HaMvNM","5H_aM_vNM.mp4",7,"Version8","https://gorilla.sc/uploads/schedule/14745923?filename=audioFile-48-2.weba","Block1",4,37,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-u5lv.csv",46,2,9,"Mac OS 10.13.6","Chrome 91.0.4472.101","Version8",11,11,"Male","English","Born and raised in the UK","","No",2,1,"",2,2,"Everything worked well","","","","","","","210725_c81","5H",1504.86437258959,"Children","aM","vNM","H","Acoustic Mask","No Visual Mask","High Predictability","0","aMvNM",37,2,11.9166666666667,"Male"
"3363","210725_c81",14745923,1436.70416931866,1299.8426241798,0,"unsure_grim?","60L","grin","aM","vM","L","c","aMvM",3.68983982121773,2.25313565189907,2.38999719703793,1,"14745923_60LaMvM","60L_aM_vM.mp4",7,"Version8","https://gorilla.sc/uploads/schedule/14745923?filename=audioFile-132-2.weba","Block1",1,117,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-u5lv.csv",106,4,9,"Mac OS 10.13.6","Chrome 91.0.4472.101","Version8",11,11,"Male","English","Born and raised in the UK","","No",2,1,"",2,2,"Everything worked well","","","","","","","210725_c81","60L",1299.8426241798,"Children","aM","vM","L","Acoustic Mask","Visual Mask","Low Predictability","0","aMvM",117,4,11.9166666666667,"Male"
"3367","210725_c81",14745923,1598.5123286955,1431.37065551167,0,"hand","64L","hen","aM","vM","L","c","aMvM",3.72535642698193,2.12684409828643,2.29398577147026,1,"14745923_64LaMvM","64L_aM_vM.mp4",7,"Version8","https://gorilla.sc/uploads/schedule/14745923?filename=audioFile-91-2.weba","Block1",2,78,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-u5lv.csv",76,3,9,"Mac OS 10.13.6","Chrome 91.0.4472.101","Version8",11,11,"Male","English","Born and raised in the UK","","No",2,1,"",2,2,"Everything worked well","","","","","","","210725_c81","64L",1431.37065551167,"Children","aM","vM","L","Acoustic Mask","Visual Mask","Low Predictability","0","aMvM",78,3,11.9166666666667,"Male"
"3375","210725_c81",14745923,1412.50808419971,1142.17968784112,0,"unsure_geese?","72L","juice","aM","vM","L","c","aMvM",3.56685380948238,2.15434572528267,2.42467412164126,1,"14745923_72LaMvM","72L_aM_vM.mp4",7,"Version8","https://gorilla.sc/uploads/schedule/14745923?filename=audioFile-60-2.weba","Block1",4,49,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-u5lv.csv",46,2,9,"Mac OS 10.13.6","Chrome 91.0.4472.101","Version8",11,11,"Male","English","Born and raised in the UK","","No",2,1,"",2,2,"Everything worked well","","","","","","","210725_c81","72L",1142.17968784112,"Children","aM","vM","L","Acoustic Mask","Visual Mask","Low Predictability","0","aMvM",49,2,11.9166666666667,"Male"
"3398","210725_c81",14745923,2291.89890104255,2164.64783007979,0,"","96L","pile","aNM","vM","L","c","aNMvM",4.24610473590798,1.95420583486543,2.08145690582819,1,"14745923_96LaNMvM","96L_aNM_vM.mp4",7,"Version8","https://gorilla.sc/uploads/schedule/14745923?filename=audioFile-87-2.weba","Block1",2,74,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-u5lv.csv",76,3,9,"Mac OS 10.13.6","Chrome 91.0.4472.101","Version8",11,11,"Male","English","Born and raised in the UK","","No",2,1,"",2,2,"Everything worked well","","","","","","","210725_c81","96L",2164.64783007979,"Children","aNM","vM","L","No Acoustic Mask","Visual Mask","Low Predictability","0","aNMvM",74,3,11.9166666666667,"Male"
"3434","210725_c84",14993977,1445.33783548312,1169.30932671121,0,"track","138L","truck","aM","vM","L","c","aMvM",3.39448907699844,1.94915124151532,2.22517975028723,1,"14993977_138LaMvM","138L_aM_vM.mp4",7,"Version1","https://gorilla.sc/uploads/schedule/14993977?filename=138LaMvMmp4-58-2.weba","Block1",2,47,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-l3g6.csv",46,2,9,"Mac OS 10.15.7","Chrome 92.0.4515.131","Version1",10,9,"Female","English","Born and raised in the UK","","Yes sometimes",3,2,"",2,2,"Everything worked well","","","","","","","210725_c84","138L",1169.30932671121,"Children","aM","vM","L","Acoustic Mask","Visual Mask","Low Predictability","0","aMvM",47,2,10.75,"Female"
"3531","210725_c86",14742950,6124.42572273266,5968.9994749608,0,"discard_said don't know","118L","sling","aM","vM","L","c","aMvM",8.46069628980046,2.3362705670678,2.49169681483966,1,"14742950_118LaMvM","118L_aM_vM.mp4",7,"Version7","https://gorilla.sc/uploads/schedule/14742950?filename=audioFile-30-2.weba","Block1",3,21,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-73fk.csv",16,1,9,"Chromium OS 13904.97.0","Chrome 91.0.4472.167","Version7",11,0,"Female","English","Born and raised in the UK","","Yes sometimes",2,3,"",2,3,"Everything worked well","","","","","","","210725_c86","118L",5968.9994749608,"Children","aM","vM","L","Acoustic Mask","Visual Mask","Low Predictability","0","aMvM",21,1,11,"Female"
"3534","210725_c86",14742950,4043.17303554998,3821.35014822606,0,"discard_said don't know","121L","spool","aNM","vM","L","c","aNMvM",6.13628728873263,2.09311425318265,2.31493714050657,1,"14742950_121LaNMvM","121L_aNM_vM.mp4",7,"Version7","https://gorilla.sc/uploads/schedule/14742950?filename=audioFile-38-2.weba","Block1",3,29,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-73fk.csv",16,1,9,"Chromium OS 13904.97.0","Chrome 91.0.4472.167","Version7",11,0,"Female","English","Born and raised in the UK","","Yes sometimes",2,3,"",2,3,"Everything worked well","","","","","","","210725_c86","121L",3821.35014822606,"Children","aNM","vM","L","No Acoustic Mask","Visual Mask","Low Predictability","0","aNMvM",29,1,11,"Female"
"3535","210725_c86",14742950,1691.17378570682,1532.52448015119,0,"discard_said don't know","122L","spoon","aM","vM","L","c","aMvM",3.91533109425721,2.22415730855039,2.38280661410602,1,"14742950_122LaMvM","122L_aM_vM.mp4",7,"Version7","https://gorilla.sc/uploads/schedule/14742950?filename=audioFile-121-2.weba","Block1",4,106,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-73fk.csv",106,4,9,"Chromium OS 13904.97.0","Chrome 91.0.4472.167","Version7",11,0,"Female","English","Born and raised in the UK","","Yes sometimes",2,3,"",2,3,"Everything worked well","","","","","","","210725_c86","122L",1532.52448015119,"Children","aM","vM","L","Acoustic Mask","Visual Mask","Low Predictability","0","aMvM",106,4,11,"Female"
"3565","210725_c86",14742950,5020.99185493199,4885.03768826533,0,"discard_said don't know","27L","coin","aM","vNM","L","c","aMvNM",7.37352234218406,2.35253048725207,2.48848465391873,1,"14742950_27LaMvNM","27L_aM_vNM.mp4",7,"Version7","https://gorilla.sc/uploads/schedule/14742950?filename=audioFile-18-2.weba","Block1",3,9,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-73fk.csv",16,1,9,"Chromium OS 13904.97.0","Chrome 91.0.4472.167","Version7",11,0,"Female","English","Born and raised in the UK","","Yes sometimes",2,3,"",2,3,"Everything worked well","","","","","","","210725_c86","27L",4885.03768826533,"Children","aM","vNM","L","Acoustic Mask","No Visual Mask","Low Predictability","0","aMvNM",9,1,11,"Female"
"3588","210725_c86",14742950,4887.36862825871,4735.46933390386,0,"discard_girl","58L","goal","aNM","vNM","L","c","aNMvNM",6.84862218771033,1.96125355945162,2.11315285380647,1,"14742950_58LaNMvNM","58L_aNM_vNM.mp4",7,"Version7","https://gorilla.sc/uploads/schedule/14742950?filename=audioFile-47-2.weba","Block1",2,36,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-73fk.csv",46,2,9,"Chromium OS 13904.97.0","Chrome 91.0.4472.167","Version7",11,0,"Female","English","Born and raised in the UK","","Yes sometimes",2,3,"",2,3,"Everything worked well","","","","","","","210725_c86","58L",4735.46933390386,"Children","aNM","vNM","L","No Acoustic Mask","No Visual Mask","Low Predictability","0","aNMvNM",36,2,11,"Female"
"3595","210725_c86",14742950,2489.39616759111,2322.25449440728,0,"discard_hand","64L","hen","aM","vNM","L","c","aMvNM",4.61624026587754,2.12684409828643,2.29398577147026,1,"14742950_64LaMvNM","64L_aM_vNM.mp4",7,"Version7","https://gorilla.sc/uploads/schedule/14742950?filename=audioFile-60-2.weba","Block1",2,49,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-73fk.csv",46,2,9,"Chromium OS 13904.97.0","Chrome 91.0.4472.167","Version7",11,0,"Female","English","Born and raised in the UK","","Yes sometimes",2,3,"",2,3,"Everything worked well","","","","","","","210725_c86","64L",2322.25449440728,"Children","aM","vNM","L","Acoustic Mask","No Visual Mask","Low Predictability","0","aMvNM",49,2,11,"Female"
"3632","210725_c94",14889970,1538.75198249006,1394.50049863451,0,"room? vowel in TIN and CLIFF are fronter","105L","rim","aM","vM","L","c","aMvM",4.07756831153808,2.53881632904802,2.68306781290357,1,"14889970_105LaMvM","105L_aM_vM.mp4",7,"Version3","https://gorilla.sc/uploads/schedule/14889970?filename=105LaMvMmp4-70-2.weba","Block1",4,59,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-f475.csv",46,2,9,"Mac OS 10.14.6","Chrome 92.0.4515.107","Version3",8,5,"Female","English","Born and raised in the UK","","No",2,1,"",2,2,"Everything worked well","","","","","","","210725_c94","105L",1394.50049863451,"Children","aM","vM","L","Acoustic Mask","Visual Mask","Low Predictability","0","aMvM",59,2,8.41666666666667,"Female"
"3680","210725_c94",14889970,1661.8902306222,1318.54896078091,0,"pops","28L","cops","aM","vM","L","c","aMvM",4.04421760384344,2.38232737322124,2.72566864306253,1,"14889970_28LaMvM","28L_aM_vM.mp4",7,"Version3","https://gorilla.sc/uploads/schedule/14889970?filename=28LaMvMmp4-53-2.weba","Block1",4,42,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-f475.csv",46,2,9,"Mac OS 10.14.6","Chrome 92.0.4515.107","Version3",8,5,"Female","English","Born and raised in the UK","","No",2,1,"",2,2,"Everything worked well","","","","","","","210725_c94","28L",1318.54896078091,"Children","aM","vM","L","Acoustic Mask","Visual Mask","Low Predictability","0","aMvM",42,2,8.41666666666667,"Female"
"3708","210725_c94",14889970,1560.3095944833,1436.34778892775,0,"groan","60H","grin","aM","vNM","H","c","aMvNM",3.91259618350475,2.35228658902145,2.476248394577,1,"14889970_60HaMvNM","60H_aM_vNM.mp4",7,"Version3","https://gorilla.sc/uploads/schedule/14889970?filename=60HaMvNMmp4-36-2.weba","Block1",1,27,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-f475.csv",16,1,9,"Mac OS 10.14.6","Chrome 92.0.4515.107","Version3",8,5,"Female","English","Born and raised in the UK","","No",2,1,"",2,2,"Everything worked well","","","","","","","210725_c94","60H",1436.34778892775,"Children","aM","vNM","H","Acoustic Mask","No Visual Mask","High Predictability","0","aMvNM",27,1,8.41666666666667,"Female"
"3721","210725_c94",14889970,1613.4312768582,1386.55349505769,0,"jank","73L","junk","aM","vM","L","c","aMvM",3.75226677654678,2.13883549968858,2.36571328148909,1,"14889970_73LaMvM","73L_aM_vM.mp4",7,"Version3","https://gorilla.sc/uploads/schedule/14889970?filename=73LaMvMmp4-37-2.weba","Block1",1,28,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-f475.csv",16,1,9,"Mac OS 10.14.6","Chrome 92.0.4515.107","Version3",8,5,"Female","English","Born and raised in the UK","","No",2,1,"",2,2,"Everything worked well","","","","","","","210725_c94","73L",1386.55349505769,"Children","aM","vM","L","Acoustic Mask","Visual Mask","Low Predictability","0","aMvM",28,1,8.41666666666667,"Female"
"3743","210725_c94",14889970,1673.2437446243,1534.10469862126,0,"pearl","96L","pile","aM","vM","L","c","aMvM",3.78754879301937,2.11430504839507,2.25344409439811,1,"14889970_96LaMvM","96L_aM_vM.mp4",7,"Version3","https://gorilla.sc/uploads/schedule/14889970?filename=96LaMvMmp4-97-2.weba","Block1",2,84,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-f475.csv",76,3,9,"Mac OS 10.14.6","Chrome 92.0.4515.107","Version3",8,5,"Female","English","Born and raised in the UK","","No",2,1,"",2,2,"Everything worked well","","","","","","","210725_c94","96L",1534.10469862126,"Children","aM","vM","L","Acoustic Mask","Visual Mask","Low Predictability","0","aMvM",84,3,8.41666666666667,"Female"
"3802","210823_c177",15326180,360.24034806862,261.05610893819,0,"Van?","2L","barn","aM","vM","L","c","aMvM",2.21549890023141,1.85525855216279,1.95444279129322,1,"15326180_2LaMvM","2L_aM_vM.mp4",7,"Version5","https://gorilla.sc/uploads/schedule/15326180?filename=2LaMvMmp4-66-2.weba","Block1",1,55,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-jhw4.csv",46,2,9,"Windows 10","Chrome 92.0.4515.159","Version5",11,11,"Male","English and another language (bilingual)","Raised in the UK from this age (please specify):","5 Months","Yes sometimes",2,4,"Not very problamatic",3,1,"Everything worked well","","","","","No","No","210823_c177","2L",261.05610893819,"Children","aM","vM","L","Acoustic Mask","Visual Mask","Low Predictability","0","aMvM",55,2,11.9166666666667,"Male"
"3816","210823_c177",15326180,2071.7766222804,1822.60730409857,0,"I don't know","43L","dove","aM","vM","L","c","aMvM",4.05736169686466,1.98558507458426,2.23475439276609,1,"15326180_43LaMvM","43L_aM_vM.mp4",7,"Version5","https://gorilla.sc/uploads/schedule/15326180?filename=43LaMvMmp4-129-2.weba","Block1",2,114,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-jhw4.csv",106,4,9,"Windows 10","Chrome 92.0.4515.159","Version5",11,11,"Male","English and another language (bilingual)","Raised in the UK from this age (please specify):","5 Months","Yes sometimes",2,4,"Not very problamatic",3,1,"Everything worked well","","","","","No","No","210823_c177","43L",1822.60730409857,"Children","aM","vM","L","Acoustic Mask","Visual Mask","Low Predictability","0","aMvM",114,4,11.9166666666667,"Male"
"3824","210823_c177",15326180,265.904212905445,228.513365386815,0,"unsure_clue?","57H","glue","aNM","vNM","H","c","aNMvNM",2.50718406421097,2.24127985130553,2.27867069882416,1,"15326180_57HaNMvNM","57H_aNM_vNM.mp4",7,"Version5","https://gorilla.sc/uploads/schedule/15326180?filename=57HaNMvNMmp4-61-2.weba","Block1",1,50,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-jhw4.csv",46,2,9,"Windows 10","Chrome 92.0.4515.159","Version5",11,11,"Male","English and another language (bilingual)","Raised in the UK from this age (please specify):","5 Months","Yes sometimes",2,4,"Not very problamatic",3,1,"Everything worked well","","","","","No","No","210823_c177","57H",228.513365386815,"Children","aNM","vNM","H","No Acoustic Mask","No Visual Mask","High Predictability","0","aNMvNM",50,2,11.9166666666667,"Male"
"3852","210823_c177",15326180,612.610684262078,334.519315214349,0,"nut?","85L","mat","aM","vM","L","c","aMvM",2.59177381101742,1.97916312675534,2.25725449580307,1,"15326180_85LaMvM","85L_aM_vM.mp4",7,"Version5","https://gorilla.sc/uploads/schedule/15326180?filename=85LaMvMmp4-112-2.weba","Block1",2,97,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-jhw4.csv",106,4,9,"Windows 10","Chrome 92.0.4515.159","Version5",11,11,"Male","English and another language (bilingual)","Raised in the UK from this age (please specify):","5 Months","Yes sometimes",2,4,"Not very problamatic",3,1,"Everything worked well","","","","","No","No","210823_c177","85L",334.519315214349,"Children","aM","vM","L","Acoustic Mask","Visual Mask","Low Predictability","0","aMvM",97,4,11.9166666666667,"Male"
"3867","210823_c177",15326180,814.83993433805,532.94917044916,0,"cannot figure out what she said","9H","blast","aNM","vNM","H","c","aNMvNM",3.04931943984451,2.23447950550646,2.51637026939535,1,"15326180_9HaNMvNM","9H_aNM_vNM.mp4",7,"Version5","https://gorilla.sc/uploads/schedule/15326180?filename=9HaNMvNMmp4-99-2.weba","Block1",4,86,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-jhw4.csv",76,3,9,"Windows 10","Chrome 92.0.4515.159","Version5",11,11,"Male","English and another language (bilingual)","Raised in the UK from this age (please specify):","5 Months","Yes sometimes",2,4,"Not very problamatic",3,1,"Everything worked well","","","","","No","No","210823_c177","9H",532.94917044916,"Children","aNM","vNM","H","No Acoustic Mask","No Visual Mask","High Predictability","0","aNMvNM",86,3,11.9166666666667,"Male"
"3926","210823_c179",15327645,600.993970639478,390.042365350268,0,"discard_debt","37L","deck","aM","vNM","L","c","aMvNM",2.77054739844755,2.16955342780807,2.38050503309728,1,"15327645_37LaMvNM","37L_aM_vNM.mp4",7,"Version1","https://gorilla.sc/uploads/schedule/15327645?filename=37LaMvNMmp4-52-2.weba","Block1",2,41,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-l3g6.csv",46,2,9,"Mac OS 10.15","Firefox 91.0","Version1",11,11,"Female","English and another language (bilingual)","Raised in the UK from this age (please specify):","5","I don't know",3,3,"",3,1,"","There were issues with the videos","","","","The videos did not load until we refreshed the page. This happened 4 times.","it was fun.","210823_c179","37L",390.042365350268,"Children","aM","vNM","L","Acoustic Mask","No Visual Mask","Low Predictability","0","aMvNM",41,2,11.9166666666667,"Female"
"3931","210823_c179",15327645,-193.998048969749,-257.512185874559,0,"unsure_die","41L","dive","aM","vNM","L","c","aMvNM",2.37337268503981,2.56737073400956,2.63088487091437,1,"15327645_41LaMvNM","41L_aM_vNM.mp4",7,"Version1","https://gorilla.sc/uploads/schedule/15327645?filename=41LaMvNMmp4-128-2.weba","Block1",3,113,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-l3g6.csv",106,4,9,"Mac OS 10.15","Firefox 91.0","Version1",11,11,"Female","English and another language (bilingual)","Raised in the UK from this age (please specify):","5","I don't know",3,3,"",3,1,"","There were issues with the videos","","","","The videos did not load until we refreshed the page. This happened 4 times.","it was fun.","210823_c179","41L",-257.512185874559,"Children","aM","vNM","L","Acoustic Mask","No Visual Mask","Low Predictability","0","aMvNM",113,4,11.9166666666667,"Female"
"3945","210823_c179",15327645,676.714037226622,554.521079946962,0,"unsure_grinned","60L","grin","aNM","vM","L","c","aNMvM",2.97635630846983,2.29964227124321,2.42183522852287,1,"15327645_60LaNMvM","60L_aNM_vM.mp4",7,"Version1","https://gorilla.sc/uploads/schedule/15327645?filename=60LaNMvMmp4-23-2.weba","Block1",1,14,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-l3g6.csv",16,1,9,"Mac OS 10.15","Firefox 91.0","Version1",11,11,"Female","English and another language (bilingual)","Raised in the UK from this age (please specify):","5","I don't know",3,3,"",3,1,"","There were issues with the videos","","","","The videos did not load until we refreshed the page. This happened 4 times.","it was fun.","210823_c179","60L",554.521079946962,"Children","aNM","vM","L","No Acoustic Mask","Visual Mask","Low Predictability","0","aNMvM",14,1,11.9166666666667,"Female"
"3953","210823_c179",15327645,233.385050331717,-52.351112993283,0,"unsure_hurt","69H","host","aM","vNM","H","c","aMvNM",2.6408605727371,2.40747552240538,2.69321168573038,1,"15327645_69HaMvNM","69H_aM_vNM.mp4",7,"Version1","https://gorilla.sc/uploads/schedule/15327645?filename=69HaMvNMmp4-81-2.weba","Block1",4,68,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-l3g6.csv",76,3,9,"Mac OS 10.15","Firefox 91.0","Version1",11,11,"Female","English and another language (bilingual)","Raised in the UK from this age (please specify):","5","I don't know",3,3,"",3,1,"","There were issues with the videos","","","","The videos did not load until we refreshed the page. This happened 4 times.","it was fun.","210823_c179","69H",-52.351112993283,"Children","aM","vNM","H","Acoustic Mask","No Visual Mask","High Predictability","0","aMvNM",68,3,11.9166666666667,"Female"
"3969","210823_c179",15327645,396.137553968689,184.269622421029,0,"discard_mock","87L","mop","aM","vNM","L","c","aMvNM",2.50642402832665,2.11028647435796,2.32215440590562,1,"15327645_87LaMvNM","87L_aM_vNM.mp4",7,"Version1","https://gorilla.sc/uploads/schedule/15327645?filename=87LaMvNMmp4-84-2.weba","Block1",4,71,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-l3g6.csv",76,3,9,"Mac OS 10.15","Firefox 91.0","Version1",11,11,"Female","English and another language (bilingual)","Raised in the UK from this age (please specify):","5","I don't know",3,3,"",3,1,"","There were issues with the videos","","","","The videos did not load until we refreshed the page. This happened 4 times.","it was fun.","210823_c179","87L",184.269622421029,"Children","aM","vNM","L","Acoustic Mask","No Visual Mask","Low Predictability","0","aMvNM",71,3,11.9166666666667,"Female"
"3979","210823_c179",15327645,670.068224340124,528.906098271764,0,"discard_time","98L","pine","aM","vM","L","c","aMvM",2.5868414621421,1.91677323780198,2.05793536387034,1,"15327645_98LaMvM","98L_aM_vM.mp4",7,"Version1","https://gorilla.sc/uploads/schedule/15327645?filename=98LaMvMmp4-24-2.weba","Block1",1,15,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-l3g6.csv",16,1,9,"Mac OS 10.15","Firefox 91.0","Version1",11,11,"Female","English and another language (bilingual)","Raised in the UK from this age (please specify):","5","I don't know",3,3,"",3,1,"","There were issues with the videos","","","","The videos did not load until we refreshed the page. This happened 4 times.","it was fun.","210823_c179","98L",528.906098271764,"Children","aM","vM","L","Acoustic Mask","Visual Mask","Low Predictability","0","aMvM",15,1,11.9166666666667,"Female"
"3980","210823_c179",15327645,369.44458982458,99.6240342689698,0,"unsure_tot?","99L","plot","aNM","vM","L","c","aNMvM",1.99346147508021,1.62401688525563,1.89383744081124,1,"15327645_99LaNMvM","99L_aNM_vM.mp4",7,"Version1","https://gorilla.sc/uploads/schedule/15327645?filename=99LaNMvMmp4-59-2.weba","Block1",2,48,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-l3g6.csv",46,2,9,"Mac OS 10.15","Firefox 91.0","Version1",11,11,"Female","English and another language (bilingual)","Raised in the UK from this age (please specify):","5","I don't know",3,3,"",3,1,"","There were issues with the videos","","","","The videos did not load until we refreshed the page. This happened 4 times.","it was fun.","210823_c179","99L",99.6240342689698,"Children","aNM","vM","L","No Acoustic Mask","Visual Mask","Low Predictability","0","aNMvM",48,2,11.9166666666667,"Female"
"4139","210719_a09",14867512,865.183058031507,589.780366519957,0,"discard_works","141L","wax","aM","vM","L","a","aMvM",2.80470452702281,1.9395214689913,2.21492416050285,2,"14867512_141LaMvM","141L_aM_vM.mp4",7,"Version4","https://gorilla.sc/uploads/schedule/14867512?filename=audioFile-45-2.weba","Block1",1,34,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/adult randomizer/data_exp_58324-v9_task-7xnq.csv",46,2,9,"Windows 10","Chrome 92.0.4515.131","Version4",50,2,"Female","English","Born and raised in the UK","","Yes sometimes",3,4,"",2,2,"Everything worked well","","","","","","","210719_a09","141L",589.780366519957,"Adults","aM","vM","L","Acoustic Mask","Visual Mask","Low Predictability","0","aMvM",34,2,50.1666666666667,"Female"
"4231","210719_a10",14860025,450.950443088225,249.625465369825,0,"feet","113L","sheep","aM","vM","L","a","aMvM",2.26117108441075,1.81022064132253,2.01154561904093,2,"14860025_113LaMvM","113L_aM_vM.mp4",7,"Version2","https://gorilla.sc/uploads/schedule/14860025?filename=audioFile-84-2.weba","Block1",1,71,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/adult randomizer/data_exp_58324-v9_task-8anv.csv",76,3,9,"Windows 10","Chrome 92.0.4515.107","Version2",22,9,"Female","English","Born and raised in the UK","","Yes sometimes",2,2,"I am aware that I need to speak louder and more clearly when wearing a face mask for others to be able to understand me. People wearing face masks sound a little bit muffled but I mostly understand what they are saying.",2,2,"","There were issues with the videos","","","","Occasionally in the final round the video lagged (although I wasn't sure if this was part of the study because it almost always froze just before the last word!)","","210719_a10","113L",249.625465369825,"Adults","aM","vM","L","Acoustic Mask","Visual Mask","Low Predictability","0","aMvM",71,3,22.75,"Female"
