"parid"	"scheduleID"	"react1"	"react2"	"accuracy"	"note"	"number"	"correctans"	"audio"	"video"	"context"	"group"	"type"	"beep_response"	"length1"	"length2"	"batch"	"original_label"	"videoname"	"Task.Version"	"Spreadsheet"	"Response"	"display"	"randomise_blocks"	"row_number"	"filename"	"rowmean"	"block"	"Experiment.Version"	"Participant.OS"	"Participant.Browser"	"randomiser_t27m"	"date.of.birth_year"	"date.of.birth_month"	"sex"	"languages"	"response_6"	"response_6_text"	"mask.problems"	"Difficulty.x"	"Tiring"	"more.info.on.masks"	"Difficulty.y"	"Distraction"	"response_4_1"	"response_4_2"	"response_4_3"	"response_4_4"	"response_4_text"	"response_5"	"Comments"	"SUBJECT"	"ITEM"	"RT"	"GROUP"	"AUDIO"	"VIDEO"	"PREDICT"	"ACOUSTIC"	"VISUAL"	"PREDICTABILITY"	"ACC"	"CONDITION"	"TRIAL"	"BLOCK"	"AGE"	"SEX"	"LIST"
"210719_c71"	14549435	867.589626638003	744.720473412213	1	"unsure_"	"128L"	"swan"	"aNM"	"vM"	"L"	"c"	"aNMvM"	2.73609715152902	1.86850752489102	1.99137667811681	1	"14549435_128LaNMvM"	"128L_aNM_vM.mp4"	7	"Version5"	"https://gorilla.sc/uploads/schedule/14549435?filename=128LaNMvMmp4-19-2.weba"	"Block1"	2	10	"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v5_task-6srq.csv"	16	1	5	"Chromium OS 13904.77.0"	"Chrome 91.0.4472.147"	"Version5"	11	3	"Female"	"English and another language (bilingual)"	"Born and raised in the UK"	NA	"No"	2	3	"She can hear well but because of the face mask blocking direct speech coming through, it's easy to find that normal speech as become muffled and difficult to hear. It makes listening a harder task."	2	1	"Everything worked well"	NA	NA	NA	NA	"N/A"	"It was done well and efficiently, and both me and my daughter enjoyed it. In the future, if there are any online research opportunities like this, we'd be interested to take part!"	"210719_c71"	"128L"	744.720473412213	"Children"	"aNM"	"vM"	"L"	"No Acoustic Mask"	"Visual Mask"	"Low Predictability"	"1"	"aNMvM"	10	"1"	11.25	"Female"	"Version5"
"210723_a76"	14582654	247.340286215432	32.2002885496921	1	"clock? Alice's k?"	"80H"	"lock"	"aNM"	"vM"	"H"	"a"	"aNMvM"	2.37673463269766	2.12939434648223	2.34453434414797	1	"14582654_80HaNMvM"	"80H_aNM_vM.mp4"	7	"Version8"	"https://gorilla.sc/uploads/schedule/14582654?filename=80HaNMvMmp4-35-2.weba"	"Block1"	1	26	"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/adult randomizer/data_exp_58324-v8_task-fbmh.csv"	16	1	8	"Windows 10"	"Chrome 92.0.4515.107"	"Version8"	21	8	"Female"	"English"	"Born and raised in the UK"	NA	"Yes sometimes"	3	1	"Sometimes there is absolutely no problem understanding and sometimes it is quite hard."	2	1	"Everything worked well"	""	NA	""	NA	"Sometimes it took a while to load my responses."	"I really enjoyed doing it - than you so much!"	"210723_a76"	"80H"	32.2002885496921	"Adults"	"aNM"	"vM"	"H"	"No Acoustic Mask"	"Visual Mask"	"High Predictability"	"1"	"aNMvM"	26	"1"	21.6666666666667	"Female"	"Version8"
"210723_a78"	14657603	681.371566928136	372.321472231246	1	"nokch?"	"91L"	"notch"	"aM"	"vM"	"L"	"a"	"aMvM"	2.87263118729965	2.19125962037151	2.5003097150684	1	"14657603_91LaMvM"	"91L_aM_vM.mp4"	7	"Version7"	"https://gorilla.sc/uploads/schedule/14657603?filename=91LaMvMmp4-130-2.weba"	"Block1"	1	115	"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/adult randomizer/data_exp_58324-v9_task-tmfe.csv"	106	4	9	"Windows 10"	"Chrome 92.0.4515.107"	"Version7"	22	3	"Female"	"English"	"Born and raised in the UK"	""	"Yes sometimes"	3	4	""	5	3	"Everything worked well"	""	""	""	""	""	""	"210723_a78"	"91L"	372.321472231246	"Adults"	"aM"	"vM"	"L"	"Acoustic Mask"	"Visual Mask"	"Low Predictability"	"1"	"aMvM"	115	"4"	22.25	"Female"	"Version7"
"210725_a120"	14668484	976.741110874902	722.289957079712	1	"glotalized t"	"19H"	"chat"	"aNM"	"vM"	"H"	"a"	"aNMvM"	3.02956044779877	2.05281933692387	2.30727049071906	1	"14668484_19HaNMvM"	"19H_aNM_vM.mp4"	7	"Version4"	"https://gorilla.sc/uploads/schedule/14668484?filename=19HaNMvMmp4-13-2.weba"	"Block1"	1	4	"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/adult randomizer/data_exp_58324-v9_task-7xnq.csv"	16	1	9	"Windows 10"	"Chrome 92.0.4515.107"	"Version4"	20	9	"Male"	"English"	"Born and raised in the UK"	""	"Yes sometimes"	3	3	""	3	2	""	"There were issues with the videos"	""	""	""	"Around 3 videos lagged whilst playing"	""	"210725_a120"	"19H"	722.289957079712	"Adults"	"aNM"	"vM"	"H"	"No Acoustic Mask"	"Visual Mask"	"High Predictability"	"1"	"aNMvM"	4	"1"	20.75	"Male"	"Version4"
"210725_a120"	14668484	980.023975561322	796.825827413191	1	"voiced p"	"32H"	"crop"	"aNM"	"vNM"	"H"	"a"	"aNMvNM"	3.108014397619	2.12799042205768	2.31118857020581	1	"14668484_32HaNMvNM"	"32H_aNM_vNM.mp4"	7	"Version4"	"https://gorilla.sc/uploads/schedule/14668484?filename=32HaNMvNMmp4-14-2.weba"	"Block1"	1	5	"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/adult randomizer/data_exp_58324-v9_task-7xnq.csv"	16	1	9	"Windows 10"	"Chrome 92.0.4515.107"	"Version4"	20	9	"Male"	"English"	"Born and raised in the UK"	""	"Yes sometimes"	3	3	""	3	2	""	"There were issues with the videos"	""	""	""	"Around 3 videos lagged whilst playing"	""	"210725_a120"	"32H"	796.825827413191	"Adults"	"aNM"	"vNM"	"H"	"No Acoustic Mask"	"No Visual Mask"	"High Predictability"	"1"	"aNMvNM"	5	"1"	20.75	"Male"	"Version4"
"210725_a139"	14758059	837.424628465978	583.952886064478	1	"clerk?"	"23H"	"clock"	"aNM"	"vM"	"H"	"a"	"aNMvM"	2.61130758674881	1.77388295828283	2.02735470068433	1	"14758059_23HaNMvM"	"23H_aNM_vM.mp4"	7	"Version4"	"https://gorilla.sc/uploads/schedule/14758059?filename=audioFile-50-2.weba"	"Block1"	2	39	"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/adult randomizer/data_exp_58324-v9_task-7xnq.csv"	46	2	9	"Mac OS 10.15.7"	"Chrome 91.0.4472.114"	"Version4"	28	11	"Female"	"English"	"Born and raised in the UK"	""	"Yes sometimes"	2	1	""	1	1	"Everything worked well"	""	""	""	""	""	""	"210725_a139"	"23H"	583.952886064478	"Adults"	"aNM"	"vM"	"H"	"No Acoustic Mask"	"Visual Mask"	"High Predictability"	"1"	"aNMvM"	39	"2"	28.9166666666667	"Female"	"Version4"
"210725_a156"	14930256	529.172144592766	449.631966021336	1	"including pre-nasalisation"	"3H"	"bay"	"aM"	"vM"	"H"	"a"	"aMvM"	2.5021707869162	1.97299864232343	2.05253882089486	1	"14930256_3HaMvM"	"3H_aM_vM.mp4"	7	"Version8"	"https://gorilla.sc/uploads/schedule/14930256?filename=3HaMvMmp4-43-2.weba"	"Block1"	2	32	"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/adult randomizer/data_exp_58324-v9_task-fbmh.csv"	44	2	9	"Windows 10"	"Chrome 92.0.4515.131"	"Version8"	27	6	"Male"	"English"	"Born and raised in the UK"	""	"No"	2	1	"Usually I can understand others without any issue but some have struggled to understand me while I've worn a mask"	2	2	"Everything worked well"	""	""	""	""	""	""	"210725_a156"	"3H"	449.631966021336	"Adults"	"aM"	"vM"	"H"	"Acoustic Mask"	"Visual Mask"	"High Predictability"	"1"	"aMvM"	32	"2"	27.5	"Male"	"Version8"
"210725_a156"	14930256	914.770497829867	600.016179435837	1	"including pre-nasalisation"	"40H"	"ditch"	"aM"	"vM"	"H"	"a"	"aMvM"	2.72786932236929	1.81309882453942	2.12785314293345	1	"14930256_40HaMvM"	"40H_aM_vM.mp4"	7	"Version8"	"https://gorilla.sc/uploads/schedule/14930256?filename=40HaMvMmp4-64-2.weba"	"Block1"	2	51	"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/adult randomizer/data_exp_58324-v9_task-fbmh.csv"	44	2	9	"Windows 10"	"Chrome 92.0.4515.131"	"Version8"	27	6	"Male"	"English"	"Born and raised in the UK"	""	"No"	2	1	"Usually I can understand others without any issue but some have struggled to understand me while I've worn a mask"	2	2	"Everything worked well"	""	""	""	""	""	""	"210725_a156"	"40H"	600.016179435837	"Adults"	"aM"	"vM"	"H"	"Acoustic Mask"	"Visual Mask"	"High Predictability"	"1"	"aMvM"	51	"2"	27.5	"Male"	"Version8"
"210725_a165"	14947964	520.968288335526	320.009128282636	1	"sounds like 'hize' or 'hithe'."	"68H"	"hive"	"aM"	"vM"	"H"	"a"	"aMvM"	2.75513587025009	2.23416758191456	2.43512674196745	1	"14947964_68HaMvM"	"68H_aM_vM.mp4"	7	"Version5"	"https://gorilla.sc/uploads/schedule/14947964?filename=68HaMvMmp4-124-2.weba"	"Block1"	3	109	"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/adult randomizer/data_exp_58324-v9_task-klg9.csv"	106	4	9	"Chromium OS 13904.97.0"	"Chrome 91.0.4472.167"	"Version5"	24	5	"Female"	"English"	"Born and raised in the UK"	""	"No"	2	3	"If I'm talking to someone with a face mask for a long period (more than 30 mins), it can sometimes be a bit strenuous"	1	1	"Everything worked well"	""	""	""	""	"there was one video that took a little while to load, but everything was fine for the rest of the time"	""	"210725_a165"	"68H"	320.009128282636	"Adults"	"aM"	"vM"	"H"	"Acoustic Mask"	"Visual Mask"	"High Predictability"	"1"	"aMvM"	109	"4"	24.4166666666667	"Female"	"Version5"
"210725_a176"	15219350	510.25554874261	143.71514470222	1	"brent?"	"104L"	"rent"	"aM"	"vNM"	"L"	"a"	"aMvNM"	2.72609961065357	2.21584406191096	2.58238446595135	1	"15219350_104LaMvNM"	"104L_aM_vNM.mp4"	7	"Version7"	"https://gorilla.sc/uploads/schedule/15219350?filename=104LaMvNMmp4-101-2.weba"	"Block1"	3	88	"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/adult randomizer/data_exp_58324-v9_task-tmfe.csv"	76	3	9	"Windows 10"	"Chrome 92.0.4515.159"	"Version7"	20	8	"Female"	"English"	"Born and raised in the UK"	""	"No"	2	1	"Hasn't been a huge issue. Sometimes hard to understand in loud spaces"	1	1	"Everything worked well"	""	""	""	""	""	""	"210725_a176"	"104L"	143.71514470222	"Adults"	"aM"	"vNM"	"L"	"Acoustic Mask"	"No Visual Mask"	"Low Predictability"	"1"	"aMvNM"	88	"3"	20.6666666666667	"Female"	"Version7"
"210725_a176"	15219350	609.357921677773	531.780750625103	1	"dawn? usually L in response is clear"	"42L"	"doll"	"aNM"	"vNM"	"L"	"a"	"aNMvNM"	2.58017098089135	1.97081305921358	2.04839023026625	1	"15219350_42LaNMvNM"	"42L_aNM_vNM.mp4"	7	"Version7"	"https://gorilla.sc/uploads/schedule/15219350?filename=42LaNMvNMmp4-37-2.weba"	"Block1"	4	28	"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/adult randomizer/data_exp_58324-v9_task-tmfe.csv"	16	1	9	"Windows 10"	"Chrome 92.0.4515.159"	"Version7"	20	8	"Female"	"English"	"Born and raised in the UK"	""	"No"	2	1	"Hasn't been a huge issue. Sometimes hard to understand in loud spaces"	1	1	"Everything worked well"	""	""	""	""	""	""	"210725_a176"	"42L"	531.780750625103	"Adults"	"aNM"	"vNM"	"L"	"No Acoustic Mask"	"No Visual Mask"	"Low Predictability"	"1"	"aNMvNM"	28	"1"	20.6666666666667	"Female"	"Version7"
"210725_a176"	15219350	815.439363077333	678.577817938473	1	"but appears unsure"	"60L"	"grin"	"aM"	"vNM"	"L"	"a"	"aMvNM"	3.0685750149764	2.25313565189907	2.38999719703793	1	"15219350_60LaMvNM"	"60L_aM_vNM.mp4"	7	"Version7"	"https://gorilla.sc/uploads/schedule/15219350?filename=60LaMvNMmp4-54-2.weba"	"Block1"	1	43	"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/adult randomizer/data_exp_58324-v9_task-tmfe.csv"	46	2	9	"Windows 10"	"Chrome 92.0.4515.159"	"Version7"	20	8	"Female"	"English"	"Born and raised in the UK"	""	"No"	2	1	"Hasn't been a huge issue. Sometimes hard to understand in loud spaces"	1	1	"Everything worked well"	""	""	""	""	""	""	"210725_a176"	"60L"	678.577817938473	"Adults"	"aM"	"vNM"	"L"	"Acoustic Mask"	"No Visual Mask"	"Low Predictability"	"1"	"aMvNM"	43	"2"	20.6666666666667	"Female"	"Version7"
"210725_a176"	15219350	727.600602114588	560.458928930758	1	"appears unsure"	"64L"	"hen"	"aM"	"vNM"	"L"	"a"	"aMvNM"	2.85444470040102	2.12684409828643	2.29398577147026	1	"15219350_64LaMvNM"	"64L_aM_vNM.mp4"	7	"Version7"	"https://gorilla.sc/uploads/schedule/15219350?filename=64LaMvNMmp4-111-2.weba"	"Block1"	2	96	"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/adult randomizer/data_exp_58324-v9_task-tmfe.csv"	106	4	9	"Windows 10"	"Chrome 92.0.4515.159"	"Version7"	20	8	"Female"	"English"	"Born and raised in the UK"	""	"No"	2	1	"Hasn't been a huge issue. Sometimes hard to understand in loud spaces"	1	1	"Everything worked well"	""	""	""	""	""	""	"210725_a176"	"64L"	560.458928930758	"Adults"	"aM"	"vNM"	"L"	"Acoustic Mask"	"No Visual Mask"	"Low Predictability"	"1"	"aMvNM"	96	"4"	20.6666666666667	"Female"	"Version7"
"210725_a185"	15129350	1859.52572517294	1735.56391961739	1	"unsure - rising tone"	"60H"	"grin"	"aM"	"vNM"	"H"	"a"	"aMvNM"	4.21181231419439	2.35228658902145	2.476248394577	1	"15129350_60HaMvNM"	"60H_aM_vNM.mp4"	7	"Version3"	"https://gorilla.sc/uploads/schedule/15129350?filename=60HaMvNMmp4-69-2.weba"	"Block1"	1	58	"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/adult randomizer/data_exp_58324-v9_task-75wy.csv"	46	2	9	"Mac OS 10.15.6"	"Chrome 91.0.4472.106"	"Version3"	26	7	"Female"	"English and another language (bilingual)"	"Born and raised in the UK"	""	"Yes sometimes"	3	1	"Difficulty understanding others who wear face masks depends on the environment (noisy/quiet) as well as the pitch of the person speaking."	2	2	"Everything worked well"	""	""	""	""	""	""	"210725_a185"	"60H"	1735.56391961739	"Adults"	"aM"	"vNM"	"H"	"Acoustic Mask"	"No Visual Mask"	"High Predictability"	"1"	"aMvNM"	58	"2"	26.5833333333333	"Female"	"Version3"
"210725_a185"	15129350	1042.36126576947	903.222219766429	1	"unsure - rising tone"	"96L"	"pile"	"aM"	"vM"	"L"	"a"	"aMvM"	3.15666631416454	2.11430504839507	2.25344409439811	1	"15129350_96LaMvM"	"96L_aM_vM.mp4"	7	"Version3"	"https://gorilla.sc/uploads/schedule/15129350?filename=96LaMvMmp4-74-2.weba"	"Block1"	2	61	"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/adult randomizer/data_exp_58324-v9_task-75wy.csv"	76	3	9	"Mac OS 10.15.6"	"Chrome 91.0.4472.106"	"Version3"	26	7	"Female"	"English and another language (bilingual)"	"Born and raised in the UK"	""	"Yes sometimes"	3	1	"Difficulty understanding others who wear face masks depends on the environment (noisy/quiet) as well as the pitch of the person speaking."	2	2	"Everything worked well"	""	""	""	""	""	""	"210725_a185"	"96L"	903.222219766429	"Adults"	"aM"	"vM"	"L"	"Acoustic Mask"	"Visual Mask"	"Low Predictability"	"1"	"aMvM"	61	"3"	26.5833333333333	"Female"	"Version3"
"210725_a185"	15129350	842.1770933171	710.54356521984	1	"unsure - rising tone"	"98L"	"pine"	"aNM"	"vNM"	"L"	"a"	"aNMvNM"	2.73236898329003	1.89019188997293	2.02182541807019	1	"15129350_98LaNMvNM"	"98L_aNM_vNM.mp4"	7	"Version3"	"https://gorilla.sc/uploads/schedule/15129350?filename=98LaNMvNMmp4-67-2.weba"	"Block1"	1	56	"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/adult randomizer/data_exp_58324-v9_task-75wy.csv"	46	2	9	"Mac OS 10.15.6"	"Chrome 91.0.4472.106"	"Version3"	26	7	"Female"	"English and another language (bilingual)"	"Born and raised in the UK"	""	"Yes sometimes"	3	1	"Difficulty understanding others who wear face masks depends on the environment (noisy/quiet) as well as the pitch of the person speaking."	2	2	"Everything worked well"	""	""	""	""	""	""	"210725_a185"	"98L"	710.54356521984	"Adults"	"aNM"	"vNM"	"L"	"No Acoustic Mask"	"No Visual Mask"	"Low Predictability"	"1"	"aNMvNM"	56	"2"	26.5833333333333	"Female"	"Version3"
"210725_a83"	14570364	2330.32279568321	2154.73173233481	1	"t is made a affricative like ts"	"139L"	"tub"	"aM"	"vNM"	"L"	"a"	"aMvNM"	4.71130777941225	2.38098498372904	2.55657604707744	1	"14570364_139LaMvNM"	"139L_aM_vNM.mp4"	7	"Version7"	"https://gorilla.sc/uploads/schedule/14570364?filename=139LaMvNMmp4-31-2.weba"	"Block1"	3	22	"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/adult randomizer/data_exp_58324-v8_task-tmfe.csv"	16	1	8	"Windows 10"	"Chrome 91.0.4472.164"	"Version7"	23	7	"Female"	"English and another language (bilingual)"	"Raised in the UK from this age (please specify):"	"5"	"Yes sometimes"	2	3	""	2	3	""	""	NA	"There were issues with the voice recordings"	NA	"I think sometimes the video was slow but the audio was working normally so there was a mismatch between lips and sound but this didn't affect me per say."	""	"210725_a83"	"139L"	2154.73173233481	"Adults"	"aM"	"vNM"	"L"	"Acoustic Mask"	"No Visual Mask"	"Low Predictability"	"1"	"aMvNM"	22	"1"	23.5833333333333	"Female"	"Version7"
"210725_a83"	14570364	625.034837089302	489.669800857332	1	"v is not fully voiced "	"140H"	"van"	"aNM"	"vM"	"H"	"a"	"aNMvM"	3.22167307778581	2.59663824069651	2.73200327692848	1	"14570364_140HaNMvM"	"140H_aNM_vM.mp4"	7	"Version7"	"https://gorilla.sc/uploads/schedule/14570364?filename=140HaNMvMmp4-131-2.weba"	"Block1"	4	116	"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/adult randomizer/data_exp_58324-v8_task-tmfe.csv"	106	4	8	"Windows 10"	"Chrome 91.0.4472.164"	"Version7"	23	7	"Female"	"English and another language (bilingual)"	"Raised in the UK from this age (please specify):"	"5"	"Yes sometimes"	2	3	""	2	3	""	""	NA	"There were issues with the voice recordings"	NA	"I think sometimes the video was slow but the audio was working normally so there was a mismatch between lips and sound but this didn't affect me per say."	""	"210725_a83"	"140H"	489.669800857332	"Adults"	"aNM"	"vM"	"H"	"No Acoustic Mask"	"Visual Mask"	"High Predictability"	"1"	"aNMvM"	116	"4"	23.5833333333333	"Female"	"Version7"
"210725_a83"	14570364	1295.27753402378	1150.97084521923	1	"do not know if /b/ is make into a fricative or it was just the noise from the equipment (pre-nasalisation involved)"	"15L"	"bruise"	"aM"	"vM"	"L"	"a"	"aMvM"	3.41955215046336	2.12427461643958	2.26858130524413	1	"14570364_15LaMvM"	"15L_aM_vM.mp4"	7	"Version7"	"https://gorilla.sc/uploads/schedule/14570364?filename=15LaMvMmp4-56-2.weba"	"Block1"	1	45	"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/adult randomizer/data_exp_58324-v8_task-tmfe.csv"	46	2	8	"Windows 10"	"Chrome 91.0.4472.164"	"Version7"	23	7	"Female"	"English and another language (bilingual)"	"Raised in the UK from this age (please specify):"	"5"	"Yes sometimes"	2	3	""	2	3	""	""	NA	"There were issues with the voice recordings"	NA	"I think sometimes the video was slow but the audio was working normally so there was a mismatch between lips and sound but this didn't affect me per say."	""	"210725_a83"	"15L"	1150.97084521923	"Adults"	"aM"	"vM"	"L"	"Acoustic Mask"	"Visual Mask"	"Low Predictability"	"1"	"aMvM"	45	"2"	23.5833333333333	"Female"	"Version7"
"210725_a83"	14570364	1867.90458539609	1665.54514275536	1	"clock"	"21H"	"clerk"	"aM"	"vM"	"H"	"a"	"aMvM"	4.45797938029166	2.59007479489557	2.7924342375363	1	"14570364_21HaMvM"	"21H_aM_vM.mp4"	7	"Version7"	"https://gorilla.sc/uploads/schedule/14570364?filename=21HaMvMmp4-22-2.weba"	"Block1"	3	13	"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/adult randomizer/data_exp_58324-v8_task-tmfe.csv"	16	1	8	"Windows 10"	"Chrome 91.0.4472.164"	"Version7"	23	7	"Female"	"English and another language (bilingual)"	"Raised in the UK from this age (please specify):"	"5"	"Yes sometimes"	2	3	""	2	3	""	""	NA	"There were issues with the voice recordings"	NA	"I think sometimes the video was slow but the audio was working normally so there was a mismatch between lips and sound but this didn't affect me per say."	""	"210725_a83"	"21H"	1665.54514275536	"Adults"	"aM"	"vM"	"H"	"Acoustic Mask"	"Visual Mask"	"High Predictability"	"1"	"aMvM"	13	"1"	23.5833333333333	"Female"	"Version7"
"210725_a83"	14570364	811.105332771791	701.034662837151	1	"pre-nasalisation"	"2H"	"barn"	"aM"	"vNM"	"H"	"a"	"aMvNM"	2.75761560297167	1.94651027019988	2.05658094013452	1	"14570364_2HaMvNM"	"2H_aM_vNM.mp4"	7	"Version7"	"https://gorilla.sc/uploads/schedule/14570364?filename=2HaMvNMmp4-51-2.weba"	"Block1"	1	40	"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/adult randomizer/data_exp_58324-v8_task-tmfe.csv"	46	2	8	"Windows 10"	"Chrome 91.0.4472.164"	"Version7"	23	7	"Female"	"English and another language (bilingual)"	"Raised in the UK from this age (please specify):"	"5"	"Yes sometimes"	2	3	""	2	3	""	""	NA	"There were issues with the voice recordings"	NA	"I think sometimes the video was slow but the audio was working normally so there was a mismatch between lips and sound but this didn't affect me per say."	""	"210725_a83"	"2H"	701.034662837151	"Adults"	"aM"	"vNM"	"H"	"Acoustic Mask"	"No Visual Mask"	"High Predictability"	"1"	"aMvNM"	40	"2"	23.5833333333333	"Female"	"Version7"
"210725_a83"	14570364	1333.99916067281	1182.09986631796	1	"pre-nasalisation"	"58L"	"goal"	"aNM"	"vNM"	"L"	"a"	"aNMvNM"	3.29525272012443	1.96125355945162	2.11315285380647	1	"14570364_58LaNMvNM"	"58L_aNM_vNM.mp4"	7	"Version7"	"https://gorilla.sc/uploads/schedule/14570364?filename=58LaNMvNMmp4-99-2.weba"	"Block1"	2	86	"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/adult randomizer/data_exp_58324-v8_task-tmfe.csv"	76	3	8	"Windows 10"	"Chrome 91.0.4472.164"	"Version7"	23	7	"Female"	"English and another language (bilingual)"	"Raised in the UK from this age (please specify):"	"5"	"Yes sometimes"	2	3	""	2	3	""	""	NA	"There were issues with the voice recordings"	NA	"I think sometimes the video was slow but the audio was working normally so there was a mismatch between lips and sound but this didn't affect me per say."	""	"210725_a83"	"58L"	1182.09986631796	"Adults"	"aNM"	"vNM"	"L"	"No Acoustic Mask"	"No Visual Mask"	"Low Predictability"	"1"	"aNMvNM"	86	"3"	23.5833333333333	"Female"	"Version7"
"210725_a83"	14570364	942.099321671108	671.770925312518	1	"prevoicing"	"72L"	"juice"	"aM"	"vNM"	"L"	"a"	"aMvNM"	3.09644504695378	2.15434572528267	2.42467412164126	1	"14570364_72LaMvNM"	"72L_aM_vNM.mp4"	7	"Version7"	"https://gorilla.sc/uploads/schedule/14570364?filename=72LaMvNMmp4-113-2.weba"	"Block1"	4	98	"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/adult randomizer/data_exp_58324-v8_task-tmfe.csv"	106	4	8	"Windows 10"	"Chrome 91.0.4472.164"	"Version7"	23	7	"Female"	"English and another language (bilingual)"	"Raised in the UK from this age (please specify):"	"5"	"Yes sometimes"	2	3	""	2	3	""	""	NA	"There were issues with the voice recordings"	NA	"I think sometimes the video was slow but the audio was working normally so there was a mismatch between lips and sound but this didn't affect me per say."	""	"210725_a83"	"72L"	671.770925312518	"Adults"	"aM"	"vNM"	"L"	"Acoustic Mask"	"No Visual Mask"	"Low Predictability"	"1"	"aMvNM"	98	"4"	23.5833333333333	"Female"	"Version7"
"210725_a83"	14570364	800.802312110064	520.452222504324	1	"prevoicing"	"73H"	"junk"	"aNM"	"vM"	"H"	"a"	"aNMvM"	3.09316425048216	2.2923619383721	2.57271202797784	1	"14570364_73HaNMvM"	"73H_aNM_vM.mp4"	7	"Version7"	"https://gorilla.sc/uploads/schedule/14570364?filename=73HaNMvMmp4-55-2.weba"	"Block1"	1	44	"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/adult randomizer/data_exp_58324-v8_task-tmfe.csv"	46	2	8	"Windows 10"	"Chrome 91.0.4472.164"	"Version7"	23	7	"Female"	"English and another language (bilingual)"	"Raised in the UK from this age (please specify):"	"5"	"Yes sometimes"	2	3	""	2	3	""	""	NA	"There were issues with the voice recordings"	NA	"I think sometimes the video was slow but the audio was working normally so there was a mismatch between lips and sound but this didn't affect me per say."	""	"210725_a83"	"73H"	520.452222504324	"Adults"	"aNM"	"vM"	"H"	"No Acoustic Mask"	"Visual Mask"	"High Predictability"	"1"	"aNMvM"	44	"2"	23.5833333333333	"Female"	"Version7"
"210725_a90"	14625776	576.30860921978	443.190962160941	1	"'turb'"	"35L"	"curb"	"aM"	"vNM"	"L"	"a"	"aMvNM"	2.80376885856387	2.22746024934409	2.36057789640293	1	"14625776_35LaMvNM"	"35L_aM_vNM.mp4"	7	"Version3"	"https://gorilla.sc/uploads/schedule/14625776?filename=35LaMvNMmp4-125-2.weba"	"Block1"	4	110	"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/adult randomizer/data_exp_58324-v9_task-75wy.csv"	106	4	9	"Mac OS 10.15.7"	"Chrome 91.0.4472.114"	"Version3"	36	0	"Male"	"English"	"Born and raised in the UK"	""	"Yes sometimes"	4	4	"Thinking back on incidents where I have struggled to understand people, there might have been other factors involved such as perspex screens and a large distant between us that compounded the problem."	1	1	"Everything worked well"	""	""	""	""	""	"That was fun. Really intrigued to see the results if they are ever made public."	"210725_a90"	"35L"	443.190962160941	"Adults"	"aM"	"vNM"	"L"	"Acoustic Mask"	"No Visual Mask"	"Low Predictability"	"1"	"aMvNM"	110	"4"	36	"Male"	"Version3"
